curve,threshold,fpr,tpr,recall,precision
ROC,0.5362586374761772,0.07165139089885834,0.3650621528696112,,
ROC,0.5352964723993893,0.07198906576620036,0.3658291457286432,,
ROC,0.5340101096310096,0.0723589001447178,0.3665432425284316,,
ROC,0.5332602897369951,0.07276089403441068,0.36723089129859826,,
ROC,0.5323432701541053,0.07316288792410355,0.3678920920391431,,
ROC,0.5316665319722075,0.0734362437690947,0.3687648770166623,,
ROC,0.5308716831485123,0.07380607814761216,0.3694789738164507,,
ROC,0.5298831651432506,0.07411159350377874,0.3702988627347263,,
ROC,0.5287637089085991,0.07456182666023477,0.3708807193864057,,
ROC,0.527776757170389,0.07489950152757678,0.3716477122454377,,
ROC,0.5269400254441475,0.07528541566168194,0.3723353610156043,,
ROC,0.5260289368789772,0.0756713297957871,0.37302300978577096,,
ROC,0.524858482512394,0.07604116417430455,0.37373710658555936,,
ROC,0.5239251442547814,0.07633059977488342,0.37458344353345674,,
ROC,0.5228782836207013,0.07668435439781315,0.37532398836286696,,
ROC,0.5220309420185544,0.07711850779868146,0.3759322930441682,,
ROC,0.5209461681379514,0.07750442193278662,0.37661994181433484,,
ROC,0.5200759663266484,0.07798681460041808,0.3771489024067707,,
ROC,0.5191665297059339,0.07832448946776009,0.3779158952658027,,
ROC,0.518268491735081,0.07871040360186525,0.3786035440359693,,
ROC,0.5172873824647131,0.07904807846920726,0.37937053689500133,,
ROC,0.5164437590920175,0.07953047113683873,0.3798994974874372,,
ROC,0.5155918696893906,0.07990030551535617,0.3806135942872256,,
ROC,0.5148221404785576,0.08031837916063676,0.38124834699814864,,
ROC,0.5138241089062844,0.08078469207268049,0.3818037556202063,,
ROC,0.5127653068386329,0.08120276571796109,0.38243850833112936,,
ROC,0.5119872326977087,0.08155652034089082,0.3831790531605395,,
ROC,0.5109649612401765,0.08200675349734685,0.383760909812219,,
ROC,0.5102079022677262,0.08247306640939057,0.38431631843427666,,
ROC,0.5093119120311628,0.08290721981025888,0.3849246231155779,,
ROC,0.5084645932355565,0.08329313394436405,0.38561227188574454,,
ROC,0.5073809003327252,0.0835664897893552,0.3864850568632637,,
ROC,0.5064998360453965,0.08395240392346036,0.3871727056334303,,
ROC,0.5056212640744301,0.08429007879080239,0.3879396984924623,,
ROC,0.5050387329110438,0.08477247145843383,0.3884686590848982,,
ROC,0.5042470060922316,0.085158385592539,0.3891563078550648,,
ROC,0.5032415463983703,0.08562469850458274,0.38971171647712244,,
ROC,0.5021986781822672,0.08604277214986332,0.3903464691880455,,
ROC,0.5013068420412297,0.08650908506190706,0.39090187781010316,,
ROC,0.5005630263838264,0.08681460041807365,0.3917217667283787,,
ROC,0.49963542365235813,0.08723267406335423,0.3923565194393018,,
ROC,0.49865548686035455,0.0876185881974594,0.3930441682094684,,
ROC,0.49784447500938833,0.08806882135391542,0.39362602486114784,,
ROC,0.496918898072782,0.08843865573243287,0.39436656969055806,,
ROC,0.4960873333201556,0.08874417108859946,0.39518645860883367,,
ROC,0.4951810702948657,0.08908184595594147,0.39595345146786565,,
ROC,0.49429887336561107,0.08949991960122206,0.3965882041787887,,
ROC,0.49356305392177735,0.08990191349091493,0.3972494049193335,,
ROC,0.49285846075359296,0.09022350860266924,0.3980428458079873,,
ROC,0.4920471377799446,0.09073806078147612,0.3985189103411796,,
ROC,0.4911382293909284,0.09120437369351986,0.39907431896323725,,
ROC,0.49018439956271886,0.09152596880527417,0.39986775985189105,,
ROC,0.4892507082279682,0.09187972342820389,0.40060830468130126,,
ROC,0.48849523484495716,0.09232995658465991,0.4011901613329807,,
ROC,0.48747215207097866,0.09278018974111593,0.40177201798466017,,
ROC,0.48659919766379944,0.09318218363080881,0.402433218725205,,
ROC,0.48586330079123397,0.09350377874256312,0.4032266596138588,,
ROC,0.4849464445578743,0.09379321434314199,0.40407299656175616,,
ROC,0.48431067226497715,0.09419520823283486,0.404734197302301,,
